Company Name,Country,Sales,Profit,Assets
Credit Suisse Group,Switzerland,39830000000.0,5660000000.0,591420000000.0
Carrefour,France,87320000000.0,1420000000.0,60350000000.0
Danone,France,29070000000.0,993200000.0,48330000000.0
Yankuang Energy Group,China,22980000000.0,4560000000.0,44390000000.0
Regeneron Pharmaceuticals,United States,12370000000.0,4179999999.0,30060000000.0
Canon,Japan,30430000000.0,1880000000.0,39510000000.0
NTPC,India,21500000000.0,2190000000.0,54100000000.0
Emerson Electric,United States,17500000000.0,2000000000.0,36150000000.0
London Stock Exchange,United Kingdom,9540000000.0,1040000000.0,1004610000000.0
IntercontinentalExchange,United States,9080000000.0,1440000000.0,151550000000.0
Norfolk Southern,United States,12960000000.0,3030000000.0,39170000000.0
Pernod Ricard,France,12460000000.0,2520000000.0,39350000000.0
Michelin Group,France,30050000000.0,2100000000.0,37720000000.0
Komatsu,Japan,26250000000.0,2410000000.0,36640000000.0
Softbank,Japan,55250000000.0,-23110000000.0,320920000000.0
DuPont De Nemours,United States,12760000000.0,5570000000.0,41210000000.0
Sysco,United States,75550000000.0,1550000000.0,22700000000.0
Devon Energy,United States,20640000000.0,5960000000.0,23720000000.0
Orsted,Denmark,16899999999.0,1650000000.0,44720000000.0
American Tower,United States,10820000000.0,1390000000.0,66819999999.0
Lam Research,United States,18840000000.0,4920000000.0,19240000000.0
Fairfax Financial,Canada,28320000000.0,1250000000.0,79010000000.0
Larsen & Toubro,India,22620000000.0,1290000000.0,39680000000.0
Infineon Technologies,Germany,16460000000.0,2920000000.0,28720000000.0
Investor AB,Sweden,8109999999.0,2620000000.0,73170000000.0
Aon,Ireland,12680000000.0,2620000000.0,34250000000.0
Bank of Nanjing,China,12730000000.0,2750000000.0,312650000000.0
Baidu,China,18360000000.0,1090000000.0,56240000000.0
DSV Panalpina,Denmark,30120000000.0,2300000000.0,22570000000.0
ENGIE,France,98650000000.0,228100000.0,251330000000.0
Sherwin-Williams,United States,22590000000.0,2130000000.0,23130000000.0
Sun Hung Kai Properties,Hong Kong,8330000000.0,2400000000.0,102720000000.0
Daiwa House Industry,Japan,35840000000.0,1700000000.0,47690000000.0
Prologis,United States,6520000000.0,2680000000.0,88520000000.0
Bank Central Asia,Indonesia,6710000000.0,2930000000.0,88150000000.0
Moderna,United States,14920000000.0,4780000000.0,24130000000.0
Hyundai Mobis,South Korea,40170000000.0,1920000000.0,43820000000.0
M&T Bank,United States,10100000000.0,2330000000.0,202960000000.0
Carrier Global,United States,21040000000.0,2530000000.0,26410000000.0
CSL,Australia,11720000000.0,2170000000.0,35450000000.0
CNH Industrial,United Kingdom,24280000000.0,2180000000.0,40570000000.0
Grupo Mexico,Mexico,13930000000.0,3260000000.0,32659999999.0
Keurig Dr Pepper,United States,14330000000.0,1320000000.0,51660000000.0
GE Healthcare,United States,18340000000.0,1920000000.0,32640000000.0
Maybank,Malaysia,9900000000.0,1870000000.0,215170000000.0
Toyota Industries,Japan,24940000000.0,1420000000.0,58770000000.0
Commerzbank,Germany,15550000000.0,1510000000.0,524970000000.0
Corteva,United States,17740000000.0,1180000000.0,45500000000.0
TC Energy,Canada,11010000000.0,1280000000.0,88080000000.0
Bharti Airtel,India,17120000000.0,934500000.0,52920000000.0
Williams,United States,10900000000.0,2600000000.0,48940000000.0
Henkel,Germany,23540000000.0,1320000000.0,35410000000.0
Veolia Environnement,France,45070000000.0,752300000.0,78230000000.0
Fifth Third Bank,United States,10410000000.0,2510000000.0,208660000000.0
Fast Retailing,Japan,19000000000.0,2089999999.0,22140000000.0
S.F. Holding,China,38670000000.0,1000000000.0,31150000000.0
Intuit,United States,13680000000.0,1950000000.0,27200000000.0
Prudential Financial,United States,62290000000.0,19000000.0,709270000000.0
Salesforce,United States,31350000000.0,208000000.0,102580000000.0
China Coal Energy,China,32900000000.0,2980000000.0,48850000000.0
FirstRand,South Africa,10840000000.0,2190000000.0,125950000000.0
Svenska Handelsbanken,Sweden,10090000000.0,2180000000.0,347370000000.0
NetEase,China,14340000000.0,2930000000.0,24850000000.0
Lenovo Group,Hong Kong,66010000000.0,1910000000.0,41750000000.0
New China Life Insurance,China,33280000000.0,1490000000.0,177000000000.0
CME Group,United States,5110000000.0,2870000000.0,166040000000.0
Recruit Holdings,Japan,25560000000.0,2250000000.0,20530000000.0
Tongwei,China,21870000000.0,4250000000.0,23650000000.0
Swedbank,Sweden,8780000000.0,2390000000.0,292810000000.0
BASF,Germany,87600000000.0,-297400000.0,93590000000.0
Intact Financial,Canada,16210000000.0,1860000000.0,43730000000.0
George Weston,Canada,43820000000.0,1400000000.0,36130000000.0
Parker-Hannifin,United States,18160000000.0,1500000000.0,30520000000.0
Air Products & Chemicals,United States,12880000000.0,2260000000.0,28280000000.0
Kotak Mahindra Bank,India,8510000000.0,1860000000.0,75490000000.0
Edison International,United States,17220000000.0,943000000.0,78850000000.0
Standard Bank Group,South Africa,12180000000.0,2180000000.0,169490000000.0
Muyuan Foodstuff,China,18510000000.0,1970000000.0,27750000000.0
Imperial Brands,United Kingdom,21570000000.0,2000000000.0,34560000000.0
Mitsui Fudosan,Japan,17180000000.0,1530000000.0,67010000000.0
Public Service Enterprise Group,United States,11040000000.0,2320000000.0,49410000000.0
STMicroelectronics,Switzerland,16840000000.0,4590000000.0,21200000000.0
Inpex,Japan,17670000000.0,3330000000.0,47460000000.0
Canadian Pacific Kansas City,Canada,6990000000.0,2820000000.0,54310000000.0
Naspers,South Africa,7570000000.0,3760000000.0,62160000000.0
Samsung C&T,South Korea,32799999999.0,1710000000.0,46640000000.0
Alpha Dhabi Holding,United Arab Emirates,10910000000.0,1990000000.0,35680000000.0
Capgemini,France,23120000000.0,1630000000.0,27190000000.0
Compass Group,United Kingdom,32540000000.0,1420000000.0,20930000000.0
Oneok,United States,21710000000.0,2380000000.0,24460000000.0
Kenvue,United States,14930000000.0,2089999999.0,27320000000.0
Swiss Re,Switzerland,46290000000.0,473700000.0,164170000000.0
Dollar Tree,United States,28330000000.0,1620000000.0,23020000000.0
Suzuki Motor,Japan,33509999999.0,1580000000.0,33170000000.0
Synchrony Financial,United States,14100000000.0,2690000000.0,107850000000.0
Haleon,United Kingdom,13500000000.0,1330000000.0,41880000000.0
Bouygues,France,46580000000.0,1020000000.0,64670000000.0
Hermès International,France,12190000000.0,3540000000.0,18630000000.0
Coca-Cola Europacific Partners,United Kingdom,18200000000.0,1580000000.0,31280000000.0
Sinopharm Group,China,81970000000.0,1260000000.0,52470000000.0
Raymond James Financial,United States,12590000000.0,1670000000.0,79180000000.0
Ericsson,Sweden,26850000000.0,1660000000.0,33330000000.0
Longi Green Energy Technology,China,20130000000.0,2300000000.0,20940000000.0
Woolworths,Australia,43070000000.0,1190000000.0,22900000000.0
Thales,France,18460000000.0,1180000000.0,36730000000.0
Wuliangye Yibin,China,9660000000.0,4139999999.0,23340000000.0
Eversource Energy,United States,12610000000.0,1450000000.0,54100000000.0
Walgreens Boots Alliance,United States,133289999999.0,-3150000000.0,100480000000.0
American Airlines Group,United States,52260000000.0,1770000000.0,66790000000.0
Kuehne & Nagel International,Switzerland,37670000000.0,2430000000.0,15420000000.0
Wesfarmers,Australia,28760000000.0,1750000000.0,18720000000.0
Anhui Conch Cement,China,19530000000.0,2380000000.0,35460000000.0
Indian Oil,India,103420000000.0,781900000.0,55920000000.0
Cathay Financial,Taiwan,8650000000.0,1250000000.0,392330000000.0
Central Japan Railway,Japan,10330000000.0,1620000000.0,71490000000.0
NXP Semiconductors,Netherlands,13190000000.0,2750000000.0,23730000000.0
Republic Services,United States,14120000000.0,1520000000.0,29080000000.0
Fujitsu,Japan,27400000000.0,1590000000.0,24540000000.0
Saudi Arabian Mining,Saudi Arabia,10730000000.0,2480000000.0,29690000000.0
CTBC Financial,Taiwan,13960000000.0,1050000000.0,251190000000.0
Halliburton,United States,21690000000.0,1960000000.0,23620000000.0
Hewlett Packard Enterprise,United States,28970000000.0,856000000.0,55590000000.0
VMware,United States,13350000000.0,1310000000.0,31240000000.0
Fujifilm Holdings,Japan,20980000000.0,1580000000.0,31440000000.0
Nintendo,Japan,12700000000.0,3470000000.0,21110000000.0
Citizens Financial Group,United States,10350000000.0,2160000000.0,222260000000.0
Kimberly-Clark,United States,20270000000.0,1980000000.0,18180000000.0
Infosys,India,18260000000.0,3000000000.0,15310000000.0
Tokyo Electron,Japan,16840000000.0,3650000000.0,15860000000.0
Teck Resources,Canada,13140000000.0,2190000000.0,39720000000.0
Sumitomo Mitsui Trust,Japan,11750000000.0,1310000000.0,516549999999.0
Warner Bros. Discovery,United States,41360000000.0,-8900000000.0,130580000000.0
MediaTek,Taiwan,16500000000.0,3350000000.0,19800000000.0
Illinois Tool Works,United States,16010000000.0,3090000000.0,15920000000.0
Woori Financial Group,South Korea,20470000000.0,2420000000.0,379970000000.0
JBS,Brazil,72580000000.0,2990000000.0,39420000000.0
DTE Energy,United States,18240000000.0,1130000000.0,42520000000.0
Metallurgical Corp of China,China,89920000000.0,1600000000.0,92580000000.0
Samsung Life Insurance,South Korea,23150000000.0,1230000000.0,249470000000.0
Nippon Yusen,Japan,20190000000.0,9410000000.0,28460000000.0
Advanced Micro Devices,United States,23070000000.0,395000000.0,67629999999.0
Huntington Bank,United States,8720000000.0,2380000000.0,189070000000.0
Arch Capital Group,Bermuda,10710000000.0,2000000000.0,42380000000.0
TE Connectivity,Switzerland,16460000000.0,2130000000.0,21490000000.0
Bunge,United States,66670000000.0,1550000000.0,27110000000.0
China Zheshang Bank,China,17440000000.0,2060000000.0,399740000000.0
Allstate,United States,52860000000.0,-2290000000.0,90100000000.0
Luxshare Precision Industry,China,32360000000.0,1370000000.0,21310000000.0
Jackson Financial,United States,14460000000.0,5700000000.0,284870000000.0
Albertsons,United States,77650000000.0,1510000000.0,28750000000.0
HeidelbergCement,Germany,22170000000.0,1680000000.0,36380000000.0
Edp-energias De Portugal,Portugal,21890000000.0,713200000.0,62770000000.0
Entergy,United States,13760000000.0,1100000000.0,58590000000.0
Evergreen Marine Corp. (Taiwan),Taiwan,21040000000.0,11210000000.0,28880000000.0
L3Harris Technologies,United States,17430000000.0,924000000.0,35510000000.0
Deutsche Boerse,Germany,5740000000.0,1610000000.0,299630000000.0
Atlas Copco,Sweden,14540000000.0,2390000000.0,16969999999.0
Regions Financial,United States,8020000000.0,2310000000.0,154130000000.0
Bank of Baroda,India,12810000000.0,1490000000.0,176290000000.0
TELUS,Canada,14330000000.0,1090000000.0,39890000000.0
Boston Scientific,United States,13040000000.0,902000000.0,32890000000.0
Cognizant,United States,19410000000.0,2310000000.0,18150000000.0
Samsung SDI,South Korea,16360000000.0,1570000000.0,23930000000.0
Coal India,India,16890000000.0,3730000000.0,23990000000.0
Tata Steel,India,30280000000.0,1090000000.0,35050000000.0
Asahi Group Holdings,Japan,19090000000.0,1150000000.0,36610000000.0
China Tower Corp.,China,13700000000.0,1310000000.0,43950000000.0
The Estée Lauder Companies,United States,15800000000.0,1090000000.0,22710000000.0
Riyad Bank,Saudi Arabia,4940000000.0,1990000000.0,380630000000.0
MGM Resorts,United States,14150000000.0,1940000000.0,43540000000.0
Biogen,United States,9520000000.0,3130000000.0,24600000000.0
Neste,Finland,26500000000.0,1550000000.0,17030000000.0
East Japan Railway,Japan,17750000000.0,732300000.0,70270000000.0
Telstra,Australia,15430000000.0,1220000000.0,28630000000.0
Ferguson,United Kingdom,30010000000.0,2100000000.0,15220000000.0
Kubota,Japan,20370000000.0,1190000000.0,35860000000.0
Colgate-Palmolive,United States,18340000000.0,1600000000.0,16170000000.0
Kuwait Finance House,Kuwait,6330000000.0,1420000000.0,120110000000.0
AutoZone,United States,16890000000.0,2420000000.0,15540000000.0
Raiffeisen Bank International,Austria,14670000000.0,3900000000.0,229220000000.0
China Merchants Shekou Industrial Zone Holdings,China,25130000000.0,596900000.0,132910000000.0
Sompo,Japan,33790000000.0,598600000.0,113220000000.0
Grupo Bimbo,Mexico,20740000000.0,2360000000.0,18730000000.0
China National Nuclear Power,China,10380000000.0,1330000000.0,69660000000.0
Hess,United States,12460000000.0,2150000000.0,21940000000.0
CK Asset Holdings,Hong Kong,7290000000.0,2770000000.0,65959999999.0
SingTel,Singapore,10900000000.0,1580000000.0,33030000000.0
Deutsche Lufthansa,Germany,35800000000.0,944300000.0,48790000000.0
Rogers Communications,Canada,11800000000.0,1360000000.0,41470000000.0
Legal & General Group,United Kingdom,-109990000000.0,2820000000.0,609050000000.0
Publicis Groupe,France,14920000000.0,1280000000.0,38310000000.0
Swisscom,Switzerland,11610000000.0,1670000000.0,27740000000.0
Mitsubishi Heavy Industries,Japan,31570000000.0,988100000.0,41520000000.0
SK,South Korea,104640000000.0,850300000.0,153820000000.0
Vertex Pharmaceuticals,United States,9020000000.0,3260000000.0,18970000000.0
Sichuan Road & Bridge,China,21470000000.0,1800000000.0,30350000000.0
Viatris,United States,16170000000.0,2080000000.0,50020000000.0
Bank Of Hangzhou,China,9650000000.0,1800000000.0,246820000000.0
Idemitsu Kosan,Japan,70330000000.0,2500000000.0,39470000000.0
SSE,United Kingdom,13640000000.0,1310000000.0,31850000000.0
Industrial Bank of Korea,South Korea,15900000000.0,2170000000.0,341620000000.0
China Energy Engineering,China,55520000000.0,1150000000.0,101630000000.0
WEC Energy Group,United States,9580000000.0,1350000000.0,42800000000.0
Hanwha,South Korea,48200000000.0,1020000000.0,167000000000.0
Trane Technologies,Ireland,16300000000.0,1800000000.0,17900000000.0
PPG,United States,17720000000.0,1270000000.0,22100000000.0
Volvo Car,Sweden,33830000000.0,1480000000.0,31480000000.0
Weichai Power,China,27300000000.0,831900000.0,44740000000.0
Meituan,China,32580000000.0,-1040000000.0,35170000000.0
CBRE Group,United States,30910000000.0,1130000000.0,21030000000.0
Crown Castle International,United States,7020000000.0,1670000000.0,39050000000.0
Diamondback Energy,United States,9160000000.0,4280000000.0,27590000000.0
Activision Blizzard,United States,8140000000.0,1860000000.0,27390000000.0
Xiamen C&D,China,123660000000.0,885200000.0,112120000000.0
CGN Power,China,12100000000.0,1560000000.0,60050000000.0
Sampo,Finland,9450000000.0,1500000000.0,42460000000.0
Inner Mongolia Yili,China,18210000000.0,1390000000.0,21430000000.0
Northern Trust,United States,8710000000.0,1270000000.0,151110000000.0
Aeon,Japan,67950000000.0,159400000.0,90600000000.0
Murata Manufacturing,Japan,12450000000.0,1870000000.0,21590000000.0
Blackstone,United States,12490000000.0,616600000.0,41090000000.0
Cardinal Health,United States,198660000000.0,463000000.0,43380000000.0
Loews,United States,14430000000.0,1050000000.0,76560000000.0
Abu Dhabi Commercial Bank,United Arab Emirates,6890000000.0,1790000000.0,136530000000.0
Ecolab,United States,14490000000.0,1150000000.0,21250000000.0
RELX,United Kingdom,10540000000.0,2009999999.0,19040000000.0
Safran,France,20520000000.0,-2580000000.0,49980000000.0
Uber,United States,33850000000.0,-3370000000.0,32450000000.0
Nomura,Japan,18350000000.0,684700000.0,358940000000.0
IQVIA,United States,14490000000.0,1050000000.0,25740000000.0
United Rentals,United States,12400000000.0,2190000000.0,24630000000.0
Gallagher,United States,8439999999.0,1110000000.0,38910000000.0
Prudential,United Kingdom,-7340000000.0,1040000000.0,163130000000.0
Equitable Holdings,United States,12430000000.0,1390000000.0,261500000000.0
Hindalco Industries,India,28380000000.0,1470000000.0,27550000000.0
The Mosaic Company,United States,18810000000.0,2840000000.0,22860000000.0
Norsk Hydro,Norway,21930000000.0,2510000000.0,20160000000.0
Richemont,Switzerland,21610000000.0,127800000.0,38830000000.0
O'Reilly Automotive,United States,14820000000.0,2210000000.0,12970000000.0
Subaru,Japan,26950000000.0,1230000000.0,29160000000.0
National Bank of Kuwait,Kuwait,5560000000.0,1640000000.0,118830000000.0
Toshiba,Japan,25480000000.0,1240000000.0,26570000000.0
Xiaomi,China,41730000000.0,344300000.0,39340000000.0
ASE Technology Holding,Taiwan,21620000000.0,1810000000.0,22180000000.0
Kyocera,Japan,15280000000.0,1120000000.0,30250000000.0
Hikvision,China,11990000000.0,1800000000.0,17050000000.0
Chongqing Changan Auto,China,17100000000.0,1490000000.0,25340000000.0
Mitsubishi Estate,Japan,10270000000.0,1300000000.0,53150000000.0
BOE Technology Group,China,24020000000.0,497300000.0,60010000000.0
Turkish Airlines,Turkey,19680000000.0,2790000000.0,32000000000.0
JFE Holdings,Japan,39360000000.0,1590000000.0,43220000000.0
China National Building,China,34250000000.0,1200000000.0,69400000000.0
TBEA,China,15120000000.0,2550000000.0,26190000000.0
Ross Stores,United States,18700000000.0,1510000000.0,14400000000.0
Keyence,Japan,6810000000.0,2680000000.0,19910000000.0
Quinenco,Chile,11700000000.0,4050000000.0,81660000000.0
Best Buy,United States,46300000000.0,1420000000.0,15800000000.0
Renesas Electronics,Japan,11170000000.0,2230000000.0,21340000000.0
Amphenol,United States,12640000000.0,1920000000.0,15380000000.0
KLA,United States,10590000000.0,3510000000.0,13680000000.0
Vedanta Limited,India,18930000000.0,1840000000.0,24840000000.0
Danske Bank,Denmark,16940000000.0,-384700000.0,552960000000.0
Ally Financial,United States,13240000000.0,1380000000.0,196160000000.0
Corning,United States,13640000000.0,911000000.0,28820000000.0
Genuine Parts,United States,22570000000.0,1240000000.0,16910000000.0
Steel Dynamics,United States,21580000000.0,3400000000.0,14220000000.0
Reinsurance Group of America,United States,16570000000.0,938000000.0,86400000000.0
Hong Kong Exchanges,Hong Kong,2460000000.0,1380000000.0,48340000000.0
Daqin Railway,China,11260000000.0,1730000000.0,29770000000.0
Isbank,Turkey,17010000000.0,1810000000.0,86780000000.0
Verbund,Austria,10870000000.0,1800000000.0,21050000000.0
Bajaj Finserv,India,10240000000.0,798500000.0,49340000000.0
Semiconductor Manufacturing International,China,7270000000.0,1820000000.0,43810000000.0
Southwest Airlines,United States,24830000000.0,658000000.0,35550000000.0
Fortis (Canada),Canada,8710000000.0,1120000000.0,47760000000.0
SK Innovation,South Korea,61800000000.0,552300000.0,55250000000.0
Associated British Foods,United Kingdom,22630000000.0,910100000.0,23150000000.0
Jardine Matheson,Bermuda,37720000000.0,354000000.0,89150000000.0
KeyCorp,United States,8680000000.0,1780000000.0,197520000000.0
ZTE,China,17970000000.0,1250000000.0,26770000000.0
Sekisui House,Japan,22060000000.0,1390000000.0,23130000000.0
Omnicom Group,United States,14320000000.0,1370000000.0,25240000000.0
Grasim Industries,India,14370000000.0,1050000000.0,39150000000.0
Quanta Computer,Taiwan,42950000000.0,971300000.0,26550000000.0
Sabanci Holding,Turkey,14570000000.0,2640000000.0,66560000000.0
Rongsheng Petrochemical,China,39860000000.0,-181400000.0,52810000000.0
International Paper,United States,20940000000.0,1800000000.0,23770000000.0
Eiffage,France,21930000000.0,941700000.0,38630000000.0
Tenaris,Luxembourg,13510000000.0,3170000000.0,18640000000.0
Tokyo Gas,Japan,24270000000.0,2069999999.0,26910000000.0
Korea Gas,South Korea,40020000000.0,1160000000.0,49370000000.0
Fox,United States,14290000000.0,1510000000.0,23130000000.0
Siemens Energy,Germany,31640000000.0,-790300000.0,51240000000.0
QBE Insurance Group,Australia,14860000000.0,786300000.0,43810000000.0
Mahindra & Mahindra,India,14610000000.0,1260000000.0,23610000000.0
DISH Network,United States,16680000000.0,2300000000.0,53740000000.0
Constellation Energy,United States,25030000000.0,-169000000.0,46160000000.0
Tata Motors,India,40500000000.0,-512100000.0,38800000000.0
Westlake Chemical,United States,15090000000.0,1870000000.0,20810000000.0
Bank Leumi,Israel,5260000000.0,2290000000.0,198150000000.0
Canara Bank,India,13220000000.0,1250000000.0,163630000000.0
WW Grainger,United States,15670000000.0,1670000000.0,7830000000.0
HD HYUNDAI,South Korea,50200000000.0,964700000.0,51850000000.0
Huishang Bank,China,10160000000.0,2000000000.0,227360000000.0
Coterra Energy,United States,9080000000.0,4130000000.0,20140000000.0
Fubon Financial,Taiwan,9760000000.0,471000000.0,349110000000.0
AirBnB,United States,8400000000.0,1890000000.0,16040000000.0
AerCap Holdings,Ireland,6870000000.0,1710000000.0,69680000000.0
Simon Property Group,United States,5350000000.0,2160000000.0,33299999999.0
Renault,France,48760000000.0,-355200000.0,126280000000.0
Equinix,United States,7530000000.0,815700000.0,31270000000.0
Solvay,Belgium,16629999999.0,1890000000.0,22190000000.0
Public Bank,Malaysia,4570000000.0,1390000000.0,111980000000.0
LG Electronics,South Korea,63310000000.0,336800000.0,44160000000.0
Fidelity National Information (FIS),United States,14550000000.0,-16700000000.0,61080000000.0
UPM-Kymmene,Finland,12480000000.0,1630000000.0,21790000000.0
NEC,Japan,24450000000.0,844900000.0,29930000000.0
Ameren,United States,8140000000.0,1090000000.0,38060000000.0
WTW,United Kingdom,8960000000.0,1090000000.0,31910000000.0
EQT,United States,11480000000.0,4510000000.0,22690000000.0
Korea Electric Power,South Korea,55150000000.0,-18940000000.0,185690000000.0
ThyssenKrupp Group,Germany,43230000000.0,1160000000.0,38530000000.0
YPF,Argentina,18630000000.0,2210000000.0,25910000000.0
The Hershey Company,United States,10740000000.0,1700000000.0,11110000000.0
ITC,India,8880000000.0,2320000000.0,10100000000.0
Microchip Technology,United States,8439999999.0,2240000000.0,16370000000.0
MTR,Hong Kong,6110000000.0,1250000000.0,41910000000.0
Bank Hapoalim,Israel,5240000000.0,1940000000.0,188560000000.0
Targa Resources,United States,19950000000.0,1110000000.0,19030000000.0
HCL Technologies,India,12620000000.0,1850000000.0,11370000000.0
Saudi British Bank,Saudi Arabia,3600000000.0,1300000000.0,83670000000.0
Tenaga Nasional,Malaysia,15170000000.0,786900000.0,50300000000.0
VICI Properties,United States,3060000000.0,1400000000.0,41850000000.0
PulteGroup,United States,16620000000.0,2680000000.0,14830000000.0
Sodexo,France,23920000000.0,831900000.0,21820000000.0
WPP,United Kingdom,17770000000.0,840900000.0,34990000000.0
Bank of Ireland,Ireland,8119999999.0,1030000000.0,163280000000.0
Builders FirstSource,United States,20930000000.0,2440000000.0,10480000000.0
Santos,Australia,7900000000.0,2100000000.0,30300000000.0
Pembina Pipeline,Canada,8920000000.0,2280000000.0,23230000000.0
Albemarle,United States,8770000000.0,3670000000.0,17560000000.0
Baker Hughes Company,United States,22040000000.0,-98000000.0,35040000000.0
CIMB Group Holdings,Malaysia,6300000000.0,1240000000.0,151360000000.0
Otsuka Holding,Japan,13210000000.0,1020000000.0,23520000000.0
Zoetis,United States,8090000000.0,2069999999.0,13750000000.0
HF Sinclair,United States,38310000000.0,3090000000.0,18010000000.0
Suzano,Brazil,9960000000.0,3550000000.0,26700000000.0
Mitsui OSK Lines,Japan,11890000000.0,5870000000.0,26780000000.0
Realty Income,United States,3480000000.0,895100000.0,51100000000.0
Apollo Global Management,United States,6860000000.0,-3260000000.0,259329999999.0
W. R. Berkley,United States,11150000000.0,1080000000.0,30310000000.0
Labcorp,United States,14760000000.0,1000000000.0,20200000000.0
Unum,United States,12030000000.0,1420000000.0,50900000000.0
Shanghai Rural Commercial Bank,China,7040000000.0,1660000000.0,192230000000.0
Public Storage,United States,4310000000.0,4350000000.0,17510000000.0
Country Garden Holdings,China,63440000000.0,-860500000.0,250940000000.0
CDW,United States,22900000000.0,1090000000.0,12770000000.0
Huatai Securities,China,5180000000.0,1650000000.0,126870000000.0
CenterPoint Energy,United States,9340000000.0,851000000.0,37750000000.0
Grupo ACS,Spain,35330000000.0,702300000.0,39780000000.0
Telkom Indonesia,Indonesia,9830000000.0,1400000000.0,18570000000.0
United Microelectronics,Taiwan,8860000000.0,2750000000.0,18050000000.0
Aptiv,Ireland,18130000000.0,667000000.0,21720000000.0
Samsung Fire & Marine,South Korea,16460000000.0,990700000.0,68410000000.0
NN Group,Netherlands,18140000000.0,464500000.0,230620000000.0
China Hongqiao Group,China,19620000000.0,1330000000.0,26720000000.0
Otis Worldwide,United States,13620000000.0,1270000000.0,9850000000.0
Sasol,South Africa,18780000000.0,2350000000.0,24800000000.0
Yara International,Norway,22030000000.0,1920000000.0,17650000000.0
Continental,Germany,41420000000.0,70000000.0,42090000000.0
Sumitomo Electric,Japan,29200000000.0,762100000.0,30080000000.0
China Bohai Bank,China,10210000000.0,1190000000.0,248400000000.0
Nan Ya Plastics,Taiwan,11910000000.0,1080000000.0,21650000000.0
Guotai Junan Securities,China,5700000000.0,1640000000.0,123810000000.0
Block,United States,17530000000.0,-540700000.0,31360000000.0
Aluminum Corp of China,China,43280000000.0,626800000.0,30550000000.0
Emaar Properties,United Arab Emirates,7090000000.0,1860000000.0,36040000000.0
Kellogg,United States,15700000000.0,836000000.0,18630000000.0
SQM,Chile,10790000000.0,3940000000.0,10820000000.0
Ashtead Group,United Kingdom,9330000000.0,1580000000.0,18050000000.0
Daiichi Sankyo,Japan,9430000000.0,805700000.0,18850000000.0
Power Finance,India,9230000000.0,1830000000.0,99720000000.0
Thomson Reuters,Canada,6700000000.0,1180000000.0,21040000000.0
Galp Energia,Portugal,27380000000.0,1910000000.0,16719999999.0
Absa Group,South Africa,9740000000.0,1260000000.0,105390000000.0
Assa Abloy,Sweden,12180000000.0,1360000000.0,14830000000.0
Essity,Sweden,15860000000.0,762500000.0,20810000000.0
Joint Stock Commercial Bank for Foreign Trade of Vietnam,Vietnam,4400000000.0,1150000000.0,69130000000.0
First Citizens Bank (NC),United States,5100000000.0,1100000000.0,110690000000.0
Henderson Land,Hong Kong,3250000000.0,1180000000.0,67879999999.0
Huaneng Power International,China,36420000000.0,-1510000000.0,74150000000.0
East Money Information,China,1980000000.0,1220000000.0,32189999999.0
Chesapeake Energy,United States,14120000000.0,4940000000.0,15730000000.0
Sika,Switzerland,10980000000.0,1220000000.0,12410000000.0
Chongqing Rural Bank,China,8050000000.0,1560000000.0,208440000000.0
Resona Holdings,Japan,6350000000.0,814700000.0,556790000000.0
Jabil Circuit,United States,35130000000.0,963000000.0,19570000000.0
HMM,South Korea,14380000000.0,7780000000.0,20540000000.0
Aegon,Netherlands,20070000000.0,-795600000.0,405290000000.0
Globalfoundries,United States,8109999999.0,1450000000.0,17840000000.0
MOL Hungarian Oil,Hungary,26610000000.0,2290000000.0,21230000000.0
Ageas,Belgium,9300000000.0,1060000000.0,106170000000.0
Hengli Petrochemical,China,31660000000.0,-129000000.0,34750000000.0
Mitsubishi UFJ Lease,Japan,14160000000.0,833100000.0,84320000000.0
Greenland Holdings Group,China,63320000000.0,299400000.0,190350000000.0
Dongfeng Motor Group,China,13760000000.0,1530000000.0,47480000000.0
Shanghai Pharmaceuticals,China,35100000000.0,867800000.0,29980000000.0
Roper Technologies,United States,5560000000.0,1170000000.0,27140000000.0
Celanese,United States,9670000000.0,1890000000.0,26270000000.0
Julius Baer Group,Switzerland,4730000000.0,994300000.0,114190000000.0
Isuzu Motors,Japan,23380000000.0,1120000000.0,22850000000.0
TD SYNNEX,United States,62000000000.0,682100000.0,29230000000.0
Motorola Solutions,United States,9390000000.0,1370000000.0,12350000000.0
China Molybdenum,China,25100000000.0,678800000.0,23720000000.0
GS Holdings,South Korea,22270000000.0,1660000000.0,26830000000.0
Great Wall Motor,China,18590000000.0,1010000000.0,25920000000.0
Sandvik,Sweden,11390000000.0,1040000000.0,17410000000.0
Air France-KLM,France,29410000000.0,973400000.0,34810000000.0
PPL,United States,8539999999.0,725000000.0,38300000000.0
Hilton Worldwide Holdings,United States,9380000000.0,1250000000.0,15210000000.0
Everest Re Group,Bermuda,12450000000.0,651100000.0,38920000000.0
Kasikornbank,Thailand,8180000000.0,1000000000.0,123940000000.0
China Resources Power,Hong Kong,13190000000.0,899400000.0,36310000000.0
Barrick Gold,Canada,10840000000.0,77400000.0,46150000000.0
Molina Healthcare,United States,32350000000.0,855000000.0,13370000000.0
TDK,Japan,16090000000.0,842600000.0,23650000000.0
Magna International,Canada,38910000000.0,445800000.0,27790000000.0
Power Grid of India,India,5600000000.0,1940000000.0,31060000000.0
